day,start_span,original_entity,lat,lng,resolved_entity
183,488,Baghdad,33.34058,44.40088,Baghdad
184,510,Baghdad,33.34058,44.40088,Baghdad
185,513,Fort,29.52749,-95.77089,Fort
186,341,Horse,59.85,-1.31667,Horse
186,1446,Vienna,48.20849,16.37208,Vienna
188,295,Cairo,30.06263,31.24967,Cairo
189,336,Europe,48.69096,9.14062,Europe
190,433,Vienna,48.20849,16.37208,Vienna
192,97,River,45.75278,0.36194,River
192,438,Diala,-7.95223,24.33318,Diala River
192,753,For,39.21455,-76.51941,For
193,232,Coot,51.16679,-56.8148,Coot
194,173,At,47.33333,13.33333,At
194,920,Amara,11.5,38.5,Amara
194,1137,Baghdad,33.34058,44.40088,Baghdad
194,1245,Egypt,27.0,30.0,Egypt
196,435,London,51.50853,-0.12574,London
196,525,Paris,48.85341,2.3488,Paris
196,728,Bombay,19.07283,72.88261,Bombay
196,1818,Baghdad,33.34058,44.40088,Baghdad
198,79,Coal,40.78897,-76.55885,Coal
198,287,River,45.75278,0.36194,River
199,28,Coot,51.16679,-56.8148,Coot
19,593,Erly,40.40897,-77.33888,Erly
1,744,Coot,51.16679,-56.8148,Coot
200,291,River,45.75278,0.36194,River
200,507,Deckman,32.74596,-96.99778,Deckman
200,786,Paris,48.85341,2.3488,Paris
200,1015,Paris,48.85341,2.3488,Paris
200,1487,Zurich,47.36667,8.55,Zurich
200,1497,Switzerland,47.00016,8.01427,Switzerland
204,217,Baghdad,33.34058,44.40088,Baghdad
205,337,Paris,48.85341,2.3488,Paris
206,160,Baghdad,33.34058,44.40088,Baghdad
206,615,Ctesiphon,33.08333,44.58333,Ctesiphon
206,681,Fresh,18.02053,-76.85728,Fresh
206,1125,For,39.21455,-76.51941,For
207,283,Amara,11.5,38.5,Amara
208,196,Amara,11.5,38.5,Amara
208,398,Azair,31.32664,47.40321,Azair
208,1130,Paris,48.85341,2.3488,Paris
20,171,Afghanistan,33.0,66.0,Afghanistan
21,608,Paris,48.85341,2.3488,Paris
22,555,Paris,48.85341,2.3488,Paris
22,653,Paris,48.85341,2.3488,Paris
22,884,France,46.0,2.0,France
22,1112,Baghdad,33.34058,44.40088,Baghdad
22,1645,West,51.52604,-131.16073,West
22,1830,London,51.50853,-0.12574,London
26,400,Baghdad,33.34058,44.40088,Baghdad
27,737,Baghdad,33.34058,44.40088,Baghdad
28,38,Amara,11.5,38.5,Amara
29,326,Turkey,39.0,35.0,Turkey
30,149,Fort,29.52749,-95.77089,Fort
30,511,Bombay,19.07283,72.88261,Bombay
30,1421,Paris,48.85341,2.3488,Paris
30,1571,Paris,48.85341,2.3488,Paris
30,1606,London,51.50853,-0.12574,London
30,1874,Paris,48.85341,2.3488,Paris
30,2061,Paris,48.85341,2.3488,Paris
31,1114,Paris,48.85341,2.3488,Paris
31,1189,Paris,48.85341,2.3488,Paris
31,1532,Paris,48.85341,2.3488,Paris
32,301,Paris,48.85341,2.3488,Paris
33,1295,London,51.50853,-0.12574,London
33,1709,Paris,48.85341,2.3488,Paris
34,76,Latin,45.10604,15.35433,Latin
36,458,Paris,48.85341,2.3488,Paris
36,1045,Paris,48.85341,2.3488,Paris
36,1643,Basreh,26.2598,57.2249,Basreh
37,153,Baghdad,33.34058,44.40088,Baghdad
37,388,river,45.75278,0.36194,River
38,144,Fort,29.52749,-95.77089,Fort
39,273,Mehd,33.64747,-6.79331,Mehdi
39,885,Salt,32.03917,35.72722,Salt
3,102,Fort,29.52749,-95.77089,Fort
3,478,Eas,37.9526,-121.9592,Eas
3,514,Ctesiphon,33.08333,44.58333,Ctesiphon
3,1575,Vienna,48.20849,16.37208,Vienna
40,277,Aboo,6.1595,-1.76354,Aboo
40,538,Baghdad,33.34058,44.40088,Baghdad
42,242,Afghanistan,33.0,66.0,Afghanistan
42,304,America,39.76,-98.5,America
42,1403,Baghdad,33.34058,44.40088,Baghdad
44,987,Erly,40.40897,-77.33888,Erly
44,1222,Light,-34.40981,138.84367,Light
44,1231,Ely,52.39964,0.26196,Ely
45,614,Coot,51.16679,-56.8148,Coot
45,641,Light,-34.40981,138.84367,Light
45,677,Coot,51.16679,-56.8148,Coot
46,31,Erly,40.40897,-77.33888,Erly
46,68,Mehd,33.64747,-6.79331,Mehdi
46,587,West,51.52604,-131.16073,West
46,649,Sout,27.7224,-82.4095,Sout
47,271,Channel,45.21319,-72.2313,Channel
47,730,Jaffer,34.10763,-5.50632,Jaffer
47,1146,Geneva,46.20222,6.14569,Geneva
47,1891,London,51.50853,-0.12574,London
48,549,Paris,48.85341,2.3488,Paris
48,1210,Paris,48.85341,2.3488,Paris
48,1345,Paris,48.85341,2.3488,Paris
49,259,Paris,48.85341,2.3488,Paris
49,485,London,51.50853,-0.12574,London
49,880,Baghdad,33.34058,44.40088,Baghdad
4,387,Paris,48.85341,2.3488,Paris
4,1019,Vienna,48.20849,16.37208,Vienna
4,1320,Paris,48.85341,2.3488,Paris
4,1379,Paris,48.85341,2.3488,Paris
4,1865,Paris,48.85341,2.3488,Paris
4,1898,Paris,48.85341,2.3488,Paris
4,2607,London,51.50853,-0.12574,London
4,3134,London,51.50853,-0.12574,London
4,3344,London,51.50853,-0.12574,London
4,3363,Paris,48.85341,2.3488,Paris
4,3492,Baghdad,33.34058,44.40088,Baghdad
4,3992,Paris,48.85341,2.3488,Paris
4,5261,Paris,48.85341,2.3488,Paris
52,157,For,39.21455,-76.51941,For
52,235,Channel,45.21319,-72.2313,Channel
52,796,London,51.50853,-0.12574,London
54,153,Channel,45.21319,-72.2313,Channel
55,270,Channel,45.21319,-72.2313,Channel
55,737,England,52.16045,-0.70312,England
56,538,Afghanistan,33.0,66.0,Afghanistan
56,1119,Baghdad,33.34058,44.40088,Baghdad
57,400,East,27.23998,87.14802,East
57,408,North,-4.0,-60.0,North
57,1689,We,31.92157,35.20329,We
58,38,Erly,40.40897,-77.33888,Erly
59,279,Seyd,43.31667,26.23333,Seyd
59,486,Coot,51.16679,-56.8148,Coot
59,691,Coot,51.16679,-56.8148,Coot
5,651,France,46.0,2.0,France
5,954,Paris,48.85341,2.3488,Paris
5,1026,Baghdad,33.34058,44.40088,Baghdad
5,1476,France,46.0,2.0,France
60,1028,Fort,29.52749,-95.77089,Fort
61,608,Garden,45.7747,-86.5507,Garden
61,815,Garden,45.7747,-86.5507,Garden
61,1784,Telegraph,30.32742,-99.90618,Telegraph
64,304,Paris,48.85341,2.3488,Paris
64,425,Paris,48.85341,2.3488,Paris
64,849,Paris,48.85341,2.3488,Paris
64,899,Baghdad,33.34058,44.40088,Baghdad
64,1112,Paris,48.85341,2.3488,Paris
64,1317,Paris,48.85341,2.3488,Paris
64,1363,Paris,48.85341,2.3488,Paris
65,203,Baghdad,33.34058,44.40088,Baghdad
65,921,Channel,45.21319,-72.2313,Channel
65,1058,Fort,29.52749,-95.77089,Fort
66,324,Coot,51.16679,-56.8148,Coot
66,412,Baghdad,33.34058,44.40088,Baghdad
68,28,Amara,11.5,38.5,Amara
68,206,Amara,11.5,38.5,Amara
68,297,Sout,27.7224,-82.4095,Sout
68,730,Ely,52.39964,0.26196,Ely
68,846,Ely,52.39964,0.26196,Ely
68,929,Basreh,26.2598,57.2249,Basreh
69,637,Baghdad,33.34058,44.40088,Baghdad
69,672,Paris,48.85341,2.3488,Paris
69,944,Paris,48.85341,2.3488,Paris
69,2159,Paris,48.85341,2.3488,Paris
69,2631,Baghdad,33.34058,44.40088,Baghdad
6,306,Paris,48.85341,2.3488,Paris
6,391,Baghdad,33.34058,44.40088,Baghdad
6,563,London,51.50853,-0.12574,London
6,623,Paris,48.85341,2.3488,Paris
6,669,Baghdad,33.34058,44.40088,Baghdad
70,153,Ely,52.39964,0.26196,Ely
70,471,Channel,45.21319,-72.2313,Channel
71,111,Amara,11.5,38.5,Amara
71,213,Ely,52.39964,0.26196,Ely
72,62,Coot,51.16679,-56.8148,Coot
72,721,Channel,45.21319,-72.2313,Channel
73,369,Baghdad,33.34058,44.40088,Baghdad
73,404,Europe,48.69096,9.14062,Europe
73,1096,Channel,45.21319,-72.2313,Channel
73,1173,river,45.75278,0.36194,River
75,228,Baghdad,33.34058,44.40088,Baghdad
78,462,Paris,48.85341,2.3488,Paris
78,836,Paris,48.85341,2.3488,Paris
78,1609,Paris,48.85341,2.3488,Paris
79,136,Baghdad,33.34058,44.40088,Baghdad
79,921,Paris,48.85341,2.3488,Paris
79,1034,Paris,48.85341,2.3488,Paris
79,1219,river,45.75278,0.36194,River
79,2349,Fort,29.52749,-95.77089,Fort
7,438,Paris,48.85341,2.3488,Paris
7,611,France,46.0,2.0,France
80,270,Vienna,48.20849,16.37208,Vienna
81,323,Channel,45.21319,-72.2313,Channel
82,349,Baghdad,33.34058,44.40088,Baghdad
84,234,Paris,48.85341,2.3488,Paris
84,463,Manchester,53.48095,-2.23743,Manchester
84,899,Baghdad,33.34058,44.40088,Baghdad
84,1300,Baghdad,33.34058,44.40088,Baghdad
85,1594,Amara,11.5,38.5,Amara
86,497,Coot,51.16679,-56.8148,Coot
87,539,For,39.21455,-76.51941,For
87,911,Paris,48.85341,2.3488,Paris
88,931,Paris,48.85341,2.3488,Paris
88,1602,Baghdad,33.34058,44.40088,Baghdad
89,3,Sund,62.45806,17.34889,Sund
8,329,Paris,48.85341,2.3488,Paris
8,1070,Baghdad,33.34058,44.40088,Baghdad
91,185,Baghdad,33.34058,44.40088,Baghdad
91,528,Baghdad,33.34058,44.40088,Baghdad
93,1328,For,39.21455,-76.51941,For
94,587,Coot,51.16679,-56.8148,Coot
94,715,Coot,51.16679,-56.8148,Coot
94,913,Baghdad,33.34058,44.40088,Baghdad
94,1242,Ely,52.39964,0.26196,Ely
96,143,Ely,52.39964,0.26196,Ely
96,1835,Baghdad,33.34058,44.40088,Baghdad
98,571,Baghdad,33.34058,44.40088,Baghdad
9,473,Soldiers,-37.54962,143.85872,Soldiers
9,506,Ctesiphon,33.08333,44.58333,Ctesiphon
