day,start_span,original_entity,lat,lng,resolved_entity
176,1914,Vienna,48.20849,16.37208,Vienna
176,1931,Bagdad,33.34058,44.40088,Baghdad
176,2133,Paris,48.85341,2.3488,Paris
176,2202,Paris,48.85341,2.3488,Paris
176,2362,Vienne,48.20849,16.37208,Vienna
176,2381,Constantinople,41.01384,28.94966,Constantinople
177,360,Constantinople,41.01384,28.94966,Constantinople
177,670,Germany,51.5,10.5,Germany
178,76,Baghdad,33.34058,44.40088,Baghdad
178,87,Basreh,36.1445,45.574,Basreh
179,88,Memlah,34.30101,70.10191,Memlah
179,528,Khedir,33.91249,66.1955,Khedir
179,538,Amara,45.24866,27.29244,Amara
180,192,Amara,45.24866,27.29244,Amara
180,492,Amara,45.24866,27.29244,Amara
181,145,Amara,45.24866,27.29244,Amara
181,185,Nafikh,31.49241,47.30537,Nafikh
181,361,Gorna,51.12936,13.39085,Gorna
181,605,Basreh,36.1445,45.574,Basreh
182,604,Basreh,36.1445,45.574,Basreh
182,614,Baghdad,33.34058,44.40088,Baghdad
182,748,Basreh,36.1445,45.574,Basreh
183,217,Gorna,51.12936,13.39085,Gorna
183,486,Baghdad,33.34058,44.40088,Baghdad
183,706,Amara,45.24866,27.29244,Amara
183,896,Amara,45.24866,27.29244,Amara
183,1078,Amara,45.24866,27.29244,Amara
184,129,Amara,45.24866,27.29244,Amara
184,309,January,-13.80392,33.21824,January
184,505,Baghdad,33.34058,44.40088,Baghdad
185,76,Memlah,34.30101,70.10191,Memlah
186,174,Ctesiphon,33.08333,44.58333,Ctesiphon
186,340,Horse,57.98333,-5.35,Horse
186,981,Bagdad,33.34058,44.40088,Baghdad
186,1204,Egypte,27,30,Egypt
186,1320,Bazin,19.73439,-72.35582,Bazin
186,1434,Vienna,48.20849,16.37208,Vienna
188,291,Cairo,30.06263,31.24967,Cairo
189,235,Mardin,37.31775,40.71533,Mardin
189,307,Deir,25.33503,32.58179,Deir
190,429,Vienna,48.20849,16.37208,Vienna
190,539,Basreh,36.1445,45.574,Basreh
191,292,Nadir,35.13211,45.87254,Nadir
191,321,Baghdad,33.34058,44.40088,Baghdad
191,447,Damascus,33.5102,36.29128,Damascus
192,160,Baghdad,33.34058,44.40088,Baghdad
192,171,Basreh,36.1445,45.574,Basreh
192,479,Ctesiphon,33.08333,44.58333,Ctesiphon
192,626,Moshi,-3.35,37.33333,Moshi
192,705,Basreh,36.1445,45.574,Basreh
193,143,Memlah,34.30101,70.10191,Memlah
193,609,Sheikh Saad,32.83548,36.03716,Sheikh Saad
194,692,Baghdad,33.34058,44.40088,Baghdad
194,912,Amara,45.24866,27.29244,Amara
194,1126,Baghdad,33.34058,44.40088,Baghdad
194,1234,Egypt,27,30,Egypt
195,138,Basreh,36.1445,45.574,Basreh
195,178,Amara,45.24866,27.29244,Amara
195,395,Gorna,51.12936,13.39085,Gorna
195,566,Basreh,36.1445,45.574,Basreh
195,918,Basreh,36.1445,45.574,Basreh
196,430,London,51.50853,-0.12574,London
196,519,Paris,48.85341,2.3488,Paris
196,720,Bombay,19.07283,72.88261,Bombay
196,1338,Bushire,28.96887,50.83657,Bushire
196,1791,Basreh,36.1445,45.574,Basreh
196,1801,Baghdad,33.34058,44.40088,Baghdad
197,264,Gorna,51.12936,13.39085,Gorna
197,645,Nafikh,31.49241,47.30537,Nafikh
198,33,Amara,45.24866,27.29244,Amara
198,98,Amara,45.24866,27.29244,Amara
198,152,Amara,45.24866,27.29244,Amara
198,196,Amara,45.24866,27.29244,Amara
199,379,Memlah,34.30101,70.10191,Memlah
200,255,Bostan,42.35843,-71.05977,Bostan
200,389,Ctesiphon,33.08333,44.58333,Ctesiphon
200,778,Paris,48.85341,2.3488,Paris
200,1004,Paris,48.85341,2.3488,Paris
200,1405,Port Said,31.12339,32.41926,Port Said
200,1474,Zurich,47.41667,8.66667,Zurich
200,1499,Marseilles,43.29695,5.38107,Marseilles
203,918,Brass,4.31231,6.24091,Brass
204,211,Baghdad,33.34058,44.40088,Baghdad
205,240,Vienna,48.20849,16.37208,Vienna
205,282,Vienna,48.20849,16.37208,Vienna
205,331,Paris,48.85341,2.3488,Paris
205,540,Mecca,21.42664,39.82563,Mecca
205,684,Damascus,33.5102,36.29128,Damascus
205,756,Vienna,48.20849,16.37208,Vienna
206,159,Baghdad,33.34058,44.40088,Baghdad
206,170,Basreh,36.1445,45.574,Basreh
206,368,Diala,33.23562,74.37585,Diala River
206,468,Menary,48.94991,-93.90034,Menary
206,609,Ctesiphon,33.08333,44.58333,Ctesiphon
206,665,Bostan,42.35843,-71.05977,Bostan
206,1043,Basreh,36.1445,45.574,Basreh
206,1200,Memlah,34.30101,70.10191,Memlah
207,207,Amara,45.24866,27.29244,Amara
207,281,Amara,45.24866,27.29244,Amara
208,90,Kalat,29.02663,66.59361,Kalat
208,97,Saleh,30.81925,67.32467,Saleh
208,196,Amara,45.24866,27.29244,Amara
208,229,Vienne,48.20849,16.37208,Vienna
208,436,Gorna,51.12936,13.39085,Gorna
208,509,Basreh,36.1445,45.574,Basreh
208,876,Basreh,36.1445,45.574,Basreh
208,1124,Paris,48.85341,2.3488,Paris
209,404,Basreh,36.1445,45.574,Basreh
209,842,Baghdad,33.34058,44.40088,Baghdad
100,516,Holland,52.25,5.75,Holland
107,880,America,22.75,-82.31667,America
108,1009,Basreh,36.1445,45.574,Basreh
109,82,Mossul,36.335,43.11889,Mossul
115,267,Mossul,36.335,43.11889,Mossul
117,423,Aleppo,36.20124,37.16117,Aleppo
122,668,Aboo,6.1595,-1.76354,Aboo
123,1033,Ali,45.43255,6.55558,Ali
123,1192,Sheikh Saad,32.83548,36.03716,Sheikh Saad
124,500,Ali,45.43255,6.55558,Ali
125,391,Mossul,36.335,43.11889,Mossul
130,251,Mossul,36.335,43.11889,Mossul
130,342,Mossul,36.335,43.11889,Mossul
130,2952,Mossul,36.335,43.11889,Mossul
132,996,Holland,52.25,5.75,Holland
134,1367,Damascus,33.5102,36.29128,Damascus
135,412,London,51.50853,-0.12574,London
135,157,Mossul,36.335,43.11889,Mossul
135,2051,Montpellier,43.61093,3.87635,Montpellier
136,620,Ali,45.43255,6.55558,Ali
13,578,Dawar,32.98389,44.73806,Dawar
140,382,Elbow,43.65737,-70.2589,Elbow
143,156,Mossul,36.335,43.11889,Mossul
145,756,Montpellier,43.61093,3.87635,Montpellier
145,464,Damascus,33.5102,36.29128,Damascus
152,212,Mossul,36.335,43.11889,Mossul
153,186,Amara,45.24866,27.29244,Amara
153,244,Elbow,43.65737,-70.2589,Elbow
158,664,Basreh,36.1445,45.574,Basreh
158,1002,Holland,52.25,5.75,Holland
160,1791,Mossul,36.335,43.11889,Mossul
162,59,Mossul,36.335,43.11889,Mossul
164,1288,Holland,52.25,5.75,Holland
165,290,Holland,52.25,5.75,Holland
166,85,Baghdad,33.34058,44.40088,Baghdad
171,699,Holland,52.25,5.75,Holland
173,493,Baghdad,33.34058,44.40088,Baghdad
175,166,Baghdad,33.34058,44.40088,Baghdad
176,935,Bazin,19.73439,-72.35582,Bazin
176,1341,Bazin,19.73439,-72.35582,Bazin
176,1591,Bazin,19.73439,-72.35582,Bazin
176,1672,Bazin,19.73439,-72.35582,Bazin
176,913,Port Said,31.12339,32.41926,Port Said
176,1720,Alexandretta,36.58718,36.17347,Alexandretta
177,476,Mossul,36.335,43.11889,Mossul
178,452,Saleh,30.81925,67.32467,Saleh
179,395,Holland,52.25,5.75,Holland
181,298,Baghdad,33.34058,44.40088,Baghdad
181,763,Mackenzie,-27.54351,153.12057,Mackenzie
183,944,Egypte,27,30,Egypt
183,1024,Egypte,27,30,Egypt
184,550,Holland,52.25,5.75,Holland
185,178,Baghdad,33.34058,44.40088,Baghdad
185,286,Mossul,36.335,43.11889,Mossul
186,1039,Egypte,27,30,Egypt
186,193,Diala,33.23562,74.37585,Diala River
187,768,Baghdad,33.34058,44.40088,Baghdad
188,412,Egypte,27,30,Egypt
188,358,Egypt,27,30,Egypt
189,333,Europe,48.69096,9.14062,Europe
18,229,Elbow,43.65737,-70.2589,Elbow
191,394,Basreh,36.1445,45.574,Basreh
191,628,Baghdad,33.34058,44.40088,Baghdad
192,315,Baghdad,33.34058,44.40088,Baghdad
193,868,Mossul,36.335,43.11889,Mossul
193,217,Holland,52.25,5.75,Holland
194,70,Baghdad,33.34058,44.40088,Baghdad
194,1257,Baghdad,33.34058,44.40088,Baghdad
195,81,Baghdad,33.34058,44.40088,Baghdad
195,432,Baghdad,33.34058,44.40088,Baghdad
196,1371,Ali,45.43255,6.55558,Ali
197,544,Ali,45.43255,6.55558,Ali
197,679,hit,26.2793,57.21542,Hit
200,1791,Mossul,36.335,43.11889,Mossul
202,136,Mossul,36.335,43.11889,Mossul
203,296,Mossul,36.335,43.11889,Mossul
205,572,Baghdad,33.34058,44.40088,Baghdad
205,196,Damascus,33.5102,36.29128,Damascus
206,1019,Aleppo,36.20124,37.16117,Aleppo
209,818,Mossul,36.335,43.11889,Mossul
22,1106,Baghdad,33.34058,44.40088,Baghdad
23,330,Mossul,36.335,43.11889,Mossul
25,147,Basreh,36.1445,45.574,Basreh
25,613,Basreh,36.1445,45.574,Basreh
30,1370,London,51.50853,-0.12574,London
30,1475,Marseille,43.29695,5.38107,Marseilles
30,1485,Port Said,31.12339,32.41926,Port Said
35,786,Mardin,37.31775,40.71533,Mardin
35,400,Mossul,36.335,43.11889,Mossul
36,696,Mossul,36.335,43.11889,Mossul
46,128,Mossul,36.335,43.11889,Mossul
46,292,Mossul,36.335,43.11889,Mossul
47,359,Ctesiphon,33.08333,44.58333,Ctesiphon
47,996,horse,57.98333,-5.35,Horse
55,166,Mossul,36.335,43.11889,Mossul
55,226,Elbow,43.65737,-70.2589,Elbow
55,517,Mackenzie,-27.54351,153.12057,Mackenzie
55,193,Nafikh,31.49241,47.30537,Nafikh
58,596,Amara,45.24866,27.29244,Amara
62,58,Mossul,36.335,43.11889,Mossul
63,155,Mossul,36.335,43.11889,Mossul
64,1374,Basreh,36.1445,45.574,Basreh
64,134,Mossul,36.335,43.11889,Mossul
66,373,Mossul,36.335,43.11889,Mossul
67,102,Mossul,36.335,43.11889,Mossul
67,221,Mossul,36.335,43.11889,Mossul
67,304,Mossul,36.335,43.11889,Mossul
67,396,Mossul,36.335,43.11889,Mossul
69,1737,Bushire,28.96887,50.83657,Bushire
70,247,Mossul,36.335,43.11889,Mossul
79,351,Holland,52.25,5.75,Holland
79,1955,Holland,52.25,5.75,Holland
80,810,Marseille,43.29695,5.38107,Marseilles
80,438,Mossul,36.335,43.11889,Mossul
81,616,Basreh,36.1445,45.574,Basreh
83,936,Mackenzie,-27.54351,153.12057,Mackenzie
85,312,Elbow,43.65737,-70.2589,Elbow
87,610,Holland,52.25,5.75,Holland
88,194,Mossul,36.335,43.11889,Mossul
89,232,Mossul,36.335,43.11889,Mossul
93,1077,Holland,52.25,5.75,Holland
94,752,Holland,52.25,5.75,Holland
96,1594,Mossul,36.335,43.11889,Mossul
9,426,Mossul,36.335,43.11889,Mossul
